product_name,new_price,old_price,discount_ratio,shipping,rating_point,rating_number,seller_name,seller_point,price_class
KİNETİX-FUTBOL,99.0,119.0,17,freeShipping,0,0,PROAKTİFSPORT,79,1
Wanderfull 4123 Kadın Günlük Yürüyüş Ayakkabısı Sonbahar Kış Spor,99.0,199.0,50,freeShipping,0,0,MYPARLAK,91,1
MUYA 85280-3153 JR HALISAHA,59.0,84.0,31,noShipping,0,0,samaspor,85,1
Ayakland Nprs 75 Süet Air Bayan Spor Ayakkabı,95.0,0.0,0,freeShipping,0,0,Ayakland,100,1
Modafrato WND4067 Unisex Spor Ayakkabı Erkek Kadın Sneakers,89.0,199.0,55,freeShipping,0,0,ModaFrato,100,1
POLO CLUP CİLD DERİ SONBAHAR CONVERS UNISEX SPOR AYAKKABI,99.0,199.0,50,noShipping,0,0,MeteTekstilÜrünleri,90,1
Kinetix VELAR 1FX Haki Erkek Slip On Ayakkabı,82.0,139.0,41,freeShipping,0,0,INSTREET,95,1
Callion 3636 Ortopedi Taban Bağcıksız Çocuk Spor Ayakkabı,89.0,0.0,0,freeShipping,0,0,ayakkabiburada,100,1
Marco Dessa Erkek Günlük Spor & Yürüyüş Ayakkabısı Yeni Sezon Haf,89.0,179.0,50,freeShipping,0,0,MYPARLAK,91,1
Slazenger LENS Erkek Terlik Haki Kamuflaj,89.0,119.0,25,freeShipping,0,0,Slazenger,95,1
Kinetix STROL M Haki Erkek Sneaker Ayakkabı,96.0,159.0,39,freeShipping,0,0,INSTREET,95,1
Yüksek Taban Siyah  Beyaz Pembe Kadın Sabo Terlik Hemşire Hastane,69.0,109.0,36,freeShipping,0,0,imer-tech,100,1
Marsoni California Nike Uyumlu  Plastik Krampon Vidası 12'li,79.0,122.0,35,freeShipping,0,0,MARSONİ,100,1
Föz Cln 0738 Siyah Günlük File Kız Çocuk Spor Ayakkabı,89.0,169.0,47,freeShipping,0,0,Ozpa,100,1
Crosberg Erkek Günlük Yürüyüş Ayakkabısı Sonbahar Kış Spor Ayakka,99.0,319.0,69,freeShipping,0,0,MYPARLAK,91,1
SANTRA  CİLT ERKEK HALI SAHA AYAKKABI,84.0,99.0,15,noShipping,0,0,rapossiayakkabı,97,1
